Survived,Fare,Family,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
1,10.5,0,0,1,0,0,1,0,1,0
1,51.4792,2,1,0,0,0,1,1,0,0
1,26.3875,0,0,1,0,0,1,1,0,0
1,7.75,0,1,0,0,1,0,0,0,1
0,8.05,0,0,1,0,0,1,0,0,1
0,14.5,0,0,1,0,0,1,0,0,1
1,13.0,0,1,0,0,0,1,0,1,0
1,55.9,1,1,0,0,0,1,1,0,0
0,14.4583,1,1,0,1,0,0,0,0,1
1,7.925,0,0,1,0,0,1,0,0,1
1,30.0,2,1,0,0,0,1,0,1,0
1,110.8833,2,1,0,1,0,0,1,0,0
0,26.0,0,0,1,0,0,1,0,1,0
0,40.125,0,0,1,1,0,0,1,0,0
0,8.7125,0,0,1,1,0,0,0,0,1
1,79.65,2,1,0,0,0,1,1,0,0
0,15.0,0,0,1,0,0,1,0,1,0
1,79.2,2,0,1,1,0,0,1,0,0
0,8.05,0,0,1,0,0,1,0,0,1
0,8.05,0,0,1,0,0,1,0,0,1
0,7.125,0,0,1,0,0,1,0,0,1
1,78.2667,1,1,0,1,0,0,1,0,0
0,7.25,0,0,1,0,0,1,0,0,1
0,7.75,2,1,0,0,1,0,0,0,1
0,26.0,1,0,1,0,0,1,0,1,0
0,24.15,2,0,1,0,0,1,0,0,1
1,33.0,0,1,0,0,0,1,0,1,0
0,0.0,0,0,1,0,0,1,0,0,1
0,7.225,0,0,1,1,0,0,0,0,1
1,56.9292,1,0,1,1,0,0,1,0,0
1,27.0,3,1,0,0,0,1,0,1,0
0,7.8958,0,0,1,0,0,1,0,0,1
0,42.4,0,0,1,0,0,1,1,0,0
0,8.05,0,0,1,0,0,1,0,0,1
1,26.55,0,0,1,1,0,0,1,0,0
0,15.55,1,0,1,0,0,1,0,0,1
0,7.8958,0,0,1,0,0,1,0,0,1
1,30.5,0,0,1,0,0,1,1,0,0
1,41.5792,3,1,0,1,0,0,0,1,0
1,153.4625,0,1,0,0,0,1,1,0,0
0,31.275,6,1,0,0,0,1,0,0,1
0,7.05,0,0,1,0,0,1,0,0,1
1,15.5,1,1,0,0,1,0,0,0,1
0,7.75,0,0,1,0,1,0,0,0,1
0,8.05,0,0,1,0,0,1,0,0,1
1,65.0,3,1,0,0,0,1,0,1,0
0,14.4,2,0,1,0,0,1,0,0,1
0,16.1,1,1,0,0,0,1,0,0,1
1,39.0,3,1,0,0,0,1,0,1,0
0,10.5,0,0,1,0,0,1,0,1,0
0,14.4542,1,0,1,1,0,0,0,0,1
1,52.5542,1,0,1,0,0,1,1,0,0
1,15.7417,2,0,1,1,0,0,0,0,1
0,7.8542,0,0,1,0,0,1,0,0,1
0,16.1,0,0,1,0,0,1,0,0,1
0,32.3208,0,0,1,0,0,1,1,0,0
0,12.35,0,0,1,0,1,0,0,1,0
1,77.9583,0,1,0,0,0,1,1,0,0
0,7.8958,0,0,1,0,0,1,0,0,1
0,7.7333,0,0,1,0,1,0,0,0,1
1,30.0,0,0,1,0,0,1,1,0,0
0,7.0542,0,0,1,0,0,1,0,0,1
1,30.5,0,0,1,1,0,0,1,0,0
0,0.0,0,0,1,0,0,1,1,0,0
0,27.9,5,1,0,0,0,1,0,0,1
1,13.0,0,1,0,0,0,1,0,1,0
0,7.925,0,0,1,0,0,1,0,0,1
0,26.25,2,0,1,0,0,1,0,1,0
0,39.6875,5,1,0,0,0,1,0,0,1
0,16.1,1,0,1,0,0,1,0,0,1
0,7.8542,0,0,1,0,0,1,0,0,1
1,69.3,0,1,0,1,0,0,1,0,0
0,27.9,5,1,0,0,0,1,0,0,1
1,56.4958,0,0,1,0,0,1,0,0,1
1,19.2583,3,1,0,1,0,0,0,0,1
1,76.7292,1,0,1,1,0,0,1,0,0
0,7.8958,0,0,1,0,0,1,0,0,1
1,35.5,0,0,1,1,0,0,1,0,0
0,7.55,0,0,1,0,0,1,0,0,1
1,7.55,0,1,0,0,0,1,0,0,1
0,7.8958,0,0,1,0,0,1,0,0,1
1,23.0,1,1,0,0,0,1,0,1,0
0,8.4333,0,0,1,0,0,1,0,0,1
1,7.8292,0,1,0,0,1,0,0,0,1
0,6.75,0,1,0,0,1,0,0,0,1
0,73.5,2,0,1,0,0,1,0,1,0
0,7.8958,0,0,1,0,0,1,0,0,1
0,15.5,2,1,0,0,1,0,0,0,1
0,13.0,0,0,1,0,0,1,0,1,0
0,113.275,2,0,1,1,0,0,1,0,0
1,133.65,2,0,1,0,0,1,1,0,0
0,7.225,0,0,1,1,0,0,0,0,1
0,25.5875,0,0,1,0,0,1,1,0,0
0,7.4958,0,0,1,0,0,1,0,0,1
1,7.925,1,0,1,0,0,1,0,0,1
0,73.5,2,0,1,0,0,1,0,1,0
0,13.0,0,0,1,0,0,1,0,1,0
0,7.775,0,0,1,0,0,1,0,0,1
0,8.05,0,0,1,0,0,1,0,0,1
1,52.0,1,1,0,0,0,1,1,0,0
1,39.0,2,1,0,0,0,1,0,1,0
0,52.0,1,0,1,0,0,1,1,0,0
0,10.5,0,0,1,0,0,1,0,1,0
1,13.0,0,0,1,0,0,1,0,1,0
0,0.0,0,0,1,0,0,1,0,1,0
0,7.775,0,0,1,0,0,1,0,0,1
0,8.05,0,0,1,0,0,1,0,0,1
1,9.8417,0,1,0,0,0,1,0,0,1
0,46.9,7,1,0,0,0,1,0,0,1
1,512.3292,1,0,1,1,0,0,1,0,0
0,8.1375,0,1,0,0,1,0,0,0,1
1,76.7292,0,0,1,1,0,0,1,0,0
0,9.225,0,0,1,0,0,1,0,0,1
0,46.9,7,0,1,0,0,1,0,0,1
0,39.0,2,0,1,0,0,1,0,1,0
0,41.5792,3,0,1,1,0,0,0,1,0
0,39.6875,5,0,1,0,0,1,0,0,1
0,10.1708,0,0,1,0,0,1,0,0,1
0,7.7958,0,0,1,0,0,1,0,0,1
1,211.3375,1,1,0,0,0,1,1,0,0
1,57.0,1,0,1,0,0,1,1,0,0
1,13.4167,1,1,0,1,0,0,0,0,1
1,56.4958,0,0,1,0,0,1,0,0,1
0,7.225,0,0,1,1,0,0,0,0,1
0,26.55,0,0,1,0,0,1,1,0,0
0,13.5,0,0,1,0,0,1,0,1,0
0,8.05,0,0,1,0,0,1,0,0,1
1,7.7333,0,1,0,0,1,0,0,0,1
0,110.8833,2,0,1,1,0,0,1,0,0
0,7.65,0,0,1,0,0,1,0,0,1
1,227.525,1,1,0,1,0,0,1,0,0
1,26.2875,0,0,1,0,0,1,1,0,0
0,14.4542,1,1,0,1,0,0,0,0,1
0,7.7417,0,0,1,0,1,0,0,0,1
0,7.8542,1,0,1,0,0,1,0,0,1
0,26.0,0,0,1,0,0,1,0,1,0
1,13.5,0,1,0,0,0,1,0,1,0
1,26.2875,0,0,1,0,0,1,1,0,0
1,151.55,0,1,0,0,0,1,1,0,0
1,15.2458,2,0,1,1,0,0,0,0,1
1,49.5042,0,1,0,1,0,0,1,0,0
0,26.55,0,0,1,0,0,1,1,0,0
1,52.0,1,0,1,0,0,1,1,0,0
0,9.4833,0,0,1,0,0,1,0,0,1
0,13.0,0,0,1,0,0,1,0,1,0
0,7.65,0,0,1,0,0,1,0,0,1
1,227.525,0,1,0,1,0,0,1,0,0
1,10.5,0,1,0,0,0,1,0,1,0
0,15.5,0,0,1,0,1,0,0,0,1
0,7.775,0,0,1,0,0,1,0,0,1
1,33.0,1,1,0,0,0,1,0,1,0
0,7.0542,1,0,1,0,0,1,0,0,1
0,13.0,0,0,1,0,0,1,0,1,0
0,13.0,0,0,1,0,0,1,0,1,0
1,53.1,1,0,1,0,0,1,1,0,0
0,8.6625,0,0,1,0,0,1,0,0,1
1,21.0,3,1,0,0,0,1,0,1,0
1,7.7375,0,1,0,0,1,0,0,0,1
0,26.0,1,0,1,0,0,1,0,1,0
0,7.925,1,1,0,0,0,1,0,0,1
1,211.3375,0,1,0,0,0,1,1,0,0
0,18.7875,0,0,1,1,0,0,0,0,1
0,0.0,0,0,1,0,0,1,0,1,0
0,13.0,0,0,1,0,0,1,0,1,0
0,13.0,0,0,1,0,0,1,0,1,0
0,16.1,0,0,1,0,0,1,0,0,1
0,34.375,4,1,0,0,0,1,0,0,1
1,512.3292,0,0,1,1,0,0,1,0,0
0,7.8958,0,0,1,0,0,1,0,0,1
0,7.8958,0,0,1,0,0,1,0,0,1
1,30.0,0,0,1,0,0,1,1,0,0
0,78.85,1,0,1,0,0,1,1,0,0
1,262.375,4,1,0,1,0,0,1,0,0
0,16.1,1,0,1,0,0,1,0,0,1
1,7.925,0,0,1,0,0,1,0,0,1
0,71.0,2,0,1,0,0,1,1,0,0
0,20.25,2,0,1,0,0,1,0,0,1
1,13.0,0,1,0,0,0,1,0,1,0
0,53.1,1,0,1,0,0,1,1,0,0
0,7.75,0,0,1,0,1,0,0,0,1
1,23.0,2,1,0,0,0,1,0,1,0
1,12.475,1,0,1,0,0,1,0,0,1
0,9.5,0,0,1,0,0,1,0,0,1
0,7.8958,0,0,1,0,0,1,0,0,1
1,65.0,3,1,0,0,0,1,0,1,0
1,14.5,2,0,1,0,0,1,0,1,0
0,7.7958,0,0,1,0,0,1,0,0,1
0,11.5,0,0,1,0,0,1,0,1,0
0,8.05,0,0,1,0,0,1,0,0,1
1,86.5,0,1,0,0,0,1,1,0,0
0,14.5,0,0,1,0,0,1,0,0,1
0,7.125,0,0,1,0,0,1,0,0,1
1,7.2292,0,0,1,1,0,0,0,0,1
1,120.0,3,1,0,0,0,1,1,0,0
0,7.775,0,0,1,0,0,1,0,0,1
1,77.9583,1,1,0,0,0,1,1,0,0
0,39.6,0,0,1,1,0,0,1,0,0
0,7.75,0,1,0,0,1,0,0,0,1
0,24.15,1,0,1,0,1,0,0,0,1
0,8.3625,0,0,1,0,0,1,0,0,1
0,9.5,0,0,1,0,0,1,0,0,1
0,7.8542,0,0,1,0,0,1,0,0,1
0,10.5,0,1,0,0,0,1,0,1,0
0,7.225,0,0,1,1,0,0,0,0,1
1,23.0,4,1,0,0,0,1,0,1,0
0,7.75,0,0,1,0,0,1,0,0,1
0,7.75,0,0,1,0,1,0,0,0,1
1,12.475,0,1,0,0,0,1,0,0,1
0,7.7375,0,0,1,0,1,0,0,0,1
1,211.3375,1,1,0,0,0,1,1,0,0
1,7.2292,0,1,0,1,0,0,0,0,1
1,57.0,1,1,0,0,0,1,1,0,0
0,30.0,0,0,1,0,0,1,1,0,0
0,23.45,3,0,1,0,0,1,0,0,1
0,7.05,0,0,1,0,0,1,0,0,1
0,7.25,0,0,1,0,0,1,0,0,1
1,7.4958,0,1,0,0,0,1,0,0,1
0,29.125,5,0,1,0,1,0,0,0,1
1,20.575,3,0,1,0,0,1,0,0,1
0,79.2,0,0,1,1,0,0,1,0,0
0,7.75,0,0,1,0,1,0,0,0,1
0,26.0,0,0,1,0,0,1,0,1,0
0,69.55,10,1,0,0,0,1,0,0,1
0,30.6958,0,0,1,1,0,0,1,0,0
0,7.8958,0,0,1,0,0,1,0,0,1
0,13.0,0,0,1,0,0,1,0,1,0
1,25.9292,0,1,0,0,0,1,1,0,0
1,8.6833,0,1,0,0,0,1,0,0,1
0,7.2292,0,0,1,1,0,0,0,0,1
0,24.15,2,1,0,0,0,1,0,0,1
0,13.0,0,0,1,0,0,1,0,1,0
1,26.25,2,1,0,0,0,1,0,1,0
1,120.0,3,0,1,0,0,1,1,0,0
1,8.5167,1,0,1,1,0,0,0,0,1
1,6.975,0,0,1,0,0,1,0,0,1
0,7.775,0,0,1,0,0,1,0,0,1
0,0.0,0,0,1,0,0,1,1,0,0
0,7.775,0,1,0,0,0,1,0,0,1
0,13.0,0,0,1,0,0,1,0,1,0
1,53.1,1,1,0,0,0,1,1,0,0
0,7.8875,0,0,1,0,0,1,0,0,1
0,24.15,0,0,1,0,0,1,0,0,1
0,10.5,0,0,1,0,0,1,0,1,0
0,31.275,6,1,0,0,0,1,0,0,1
0,8.05,0,0,1,0,0,1,0,0,1
0,0.0,0,0,1,0,0,1,1,0,0
0,7.925,0,1,0,0,0,1,0,0,1
0,37.0042,2,0,1,1,0,0,0,1,0
0,6.45,0,0,1,0,0,1,0,0,1
0,27.9,5,0,1,0,0,1,0,0,1
1,93.5,2,1,0,0,0,1,1,0,0
1,8.6625,0,0,1,0,0,1,0,0,1
0,0.0,0,0,1,0,0,1,1,0,0
1,12.475,1,1,0,0,0,1,0,0,1
0,39.6875,5,0,1,0,0,1,0,0,1
0,6.95,0,0,1,0,1,0,0,0,1
0,56.4958,0,0,1,0,0,1,0,0,1
1,37.0042,2,0,1,1,0,0,0,1,0
1,7.75,0,0,1,0,1,0,0,0,1
1,80.0,0,1,0,0,0,1,1,0,0
1,14.4542,1,1,0,1,0,0,0,0,1
1,18.75,2,0,1,0,0,1,0,1,0
0,7.2292,0,0,1,1,0,0,0,0,1
0,7.8542,0,0,1,0,0,1,0,0,1
0,8.3,0,0,1,0,0,1,0,0,1
1,83.1583,2,1,0,1,0,0,1,0,0
0,8.6625,0,0,1,0,0,1,0,0,1
0,8.05,0,0,1,0,0,1,0,0,1
1,56.4958,0,0,1,0,0,1,0,0,1
1,29.7,0,0,1,1,0,0,1,0,0
0,7.925,0,0,1,0,0,1,0,0,1
0,10.5,0,0,1,0,0,1,0,1,0
1,31.0,0,1,0,1,0,0,1,0,0
0,6.4375,0,0,1,1,0,0,0,0,1
0,8.6625,0,0,1,0,0,1,0,0,1
0,7.55,0,0,1,0,0,1,0,0,1
0,69.55,10,0,1,0,0,1,0,0,1
0,7.8958,0,0,1,1,0,0,0,0,1
0,33.0,1,0,1,0,0,1,0,1,0
1,89.1042,1,1,0,1,0,0,1,0,0
0,31.275,6,0,1,0,0,1,0,0,1
0,7.775,0,0,1,0,0,1,0,0,1
0,15.2458,2,1,0,1,0,0,0,0,1
1,39.4,1,1,0,0,0,1,1,0,0
0,26.0,1,1,0,0,0,1,0,1,0
1,9.35,1,1,0,0,0,1,0,0,1
1,164.8667,2,1,0,0,0,1,1,0,0
1,26.55,0,0,1,0,0,1,1,0,0
1,19.2583,3,1,0,1,0,0,0,0,1
0,7.2292,0,0,1,1,0,0,0,0,1
0,14.1083,2,0,1,0,0,1,0,0,1
0,11.5,1,0,1,0,0,1,0,1,0
1,25.9292,0,1,0,0,0,1,1,0,0
0,69.55,10,1,0,0,0,1,0,0,1
0,13.0,0,0,1,0,0,1,0,1,0
1,13.0,0,1,0,0,0,1,0,1,0
1,13.8583,1,1,0,1,0,0,0,1,0
0,50.4958,0,0,1,0,0,1,1,0,0
0,9.5,0,0,1,0,0,1,0,0,1
1,11.1333,2,0,1,0,0,1,0,0,1
0,7.8958,0,0,1,0,0,1,0,0,1
1,52.5542,2,1,0,0,0,1,1,0,0
0,5.0,0,0,1,0,0,1,1,0,0
0,9.0,0,0,1,0,0,1,0,0,1
1,24.0,1,1,0,1,0,0,0,1,0
1,7.225,0,1,0,1,0,0,0,0,1
0,9.8458,0,0,1,0,0,1,0,0,1
0,7.8958,0,0,1,0,0,1,0,0,1
0,7.8958,0,0,1,0,0,1,0,0,1
1,83.1583,1,1,0,1,0,0,1,0,0
1,26.0,1,1,0,0,0,1,0,1,0
0,7.8958,0,0,1,0,0,1,0,0,1
0,10.5167,0,1,0,0,0,1,0,0,1
0,10.5,0,0,1,0,0,1,0,1,0
0,7.05,0,0,1,0,0,1,0,0,1
0,29.125,5,1,0,0,1,0,0,0,1
0,13.0,0,0,1,0,0,1,0,1,0
1,30.0,0,1,0,0,0,1,1,0,0
0,23.45,3,1,0,0,0,1,0,0,1
1,30.0,0,0,1,1,0,0,1,0,0
0,7.75,0,0,1,0,1,0,0,0,1
